meter_id,time_stamp,record_status,total_energy_tot_imp_wh,total_energy_tot_exp_wh,total_energy_tot_imp_va,total_energy_tot_exp_va
SELF_01,2025-06-01 16:00:00,0,12660.409,0.0,0,0
GRID_01,2025-06-01 16:00:00,0,0.0,161355.681,0,0
DEST_01,2025-06-01 16:00:00,0,158481.501,0.0,0,0
BESS_01,2025-06-01 16:30:00,0,0.0,14469.956,0,0
BESS_02,2025-06-01 16:30:00,0,0.0,14586.343,0,0
BESS_03,2025-06-01 16:30:00,0,0.0,14467.163,0,0
BESS_04,2025-06-01 16:30:00,0,0.0,14555.127,0,0
SOLAR_01,2025-06-01 16:30:00,0,0.0,29197.245,0,0
SOLAR_02,2025-06-01 16:30:00,0,0.0,29237.797,0,0
SOLAR_03,2025-06-01 16:30:00,0,0.0,29180.103,0,0
SOLAR_04,2025-06-01 16:30:00,0,0.0,29156.818,0,0
SELF_01,2025-06-01 16:30:00,0,12661.42,0.0,0,0
GRID_01,2025-06-01 16:30:00,0,0.0,161381.638,0,0
DEST_01,2025-06-01 16:30:00,0,158506.941,0.0,0,0
BESS_01,2025-06-01 17:00:00,0,0.0,14471.786,0,0
BESS_02,2025-06-01 17:00:00,0,0.0,14587.813,0,0
BESS_03,2025-06-01 17:00:00,0,0.0,14469.956,0,0
BESS_04,2025-06-01 17:00:00,0,0.0,14557.522,0,0
SOLAR_01,2025-06-01 17:00:00,0,0.0,29201.631,0,0
SOLAR_02,2025-06-01 17:00:00,0,0.0,29241.603,0,0
SOLAR_03,2025-06-01 17:00:00,0,0.0,29182.76,0,0
SOLAR_04,2025-06-01 17:00:00,0,0.0,29161.735,0,0
SELF_01,2025-06-01 17:00:00,0,12662.498,0.0,0,0
GRID_01,2025-06-01 17:00:00,0,0.0,161404.814,0,0
DEST_01,2025-06-01 17:00:00,0,158529.651,0.0,0,0
BESS_01,2025-06-01 17:30:00,0,0.0,14474.772,0,0
BESS_02,2025-06-01 17:30:00,0,0.0,14590.732,0,0
BESS_03,2025-06-01 17:30:00,0,0.0,14472.611,0,0
BESS_04,2025-06-01 17:30:00,0,0.0,14560.291,0,0
SOLAR_01,2025-06-01 17:30:00,0,0.0,29203.638,0,0
SOLAR_02,2025-06-01 17:30:00,0,0.0,29244.384,0,0
SOLAR_03,2025-06-01 17:30:00,0,0.0,29185.677,0,0
SOLAR_04,2025-06-01 17:30:00,0,0.0,29165.243,0,0
SELF_01,2025-06-01 17:30:00,0,12664.264,0.0,0,0
GRID_01,2025-06-01 17:30:00,0,0.0,161425.589,0,0
DEST_01,2025-06-01 17:30:00,0,158550.01,0.0,0,0
BESS_01,2025-06-01 18:00:00,0,0.0,14477.756,0,0
BESS_02,2025-06-01 18:00:00,0,0.0,14592.878,0,0
BESS_03,2025-06-01 18:00:00,0,0.0,14474.17,0,0
BESS_04,2025-06-01 18:00:00,0,0.0,14561.402,0,0
SOLAR_01,2025-06-01 18:00:00,0,0.0,29205.749,0,0
SOLAR_02,2025-06-01 18:00:00,0,0.0,29249.561,0,0
SOLAR_03,2025-06-01 18:00:00,0,0.0,29189.165,0,0
SOLAR_04,2025-06-01 18:00:00,0,0.0,29170.456,0,0
SELF_01,2025-06-01 18:00:00,0,12666.295,0.0,0,0
GRID_01,2025-06-01 18:00:00,0,0.0,161447.347,0,0
DEST_01,2025-06-01 18:00:00,0,158571.334,0.0,0,0
BESS_01,2025-06-01 18:30:00,0,0.0,14480.211,0,0
BESS_02,2025-06-01 18:30:00,0,0.0,14595.327,0,0
BESS_03,2025-06-01 18:30:00,0,0.0,14476.386,0,0
BESS_04,2025-06-01 18:30:00,0,0.0,14562.897,0,0
SOLAR_01,2025-06-01 18:30:00,0,0.0,29210.445,0,0
SOLAR_02,2025-06-01 18:30:00,0,0.0,29252.84,0,0
SOLAR_03,2025-06-01 18:30:00,0,0.0,29192.491,0,0
SOLAR_04,2025-06-01 18:30:00,0,0.0,29175.677,0,0
SELF_01,2025-06-01 18:30:00,0,12668.79,0.0,0,0
GRID_01,2025-06-01 18:30:00,0,0.0,161469.989,0,0
DEST_01,2025-06-01 18:30:00,0,158593.524,0.0,0,0
BESS_01,2025-06-01 19:00:00,0,0.0,14481.371,0,0
BESS_02,2025-06-01 19:00:00,0,0.0,14596.858,0,0
BESS_03,2025-06-01 19:00:00,0,0.0,14478.499,0,0
BESS_04,2025-06-01 19:00:00,0,0.0,14564.359,0,0
SOLAR_01,2025-06-01 19:00:00,0,0.0,29216.317,0,0
SOLAR_02,2025-06-01 19:00:00,0,0.0,29258.223,0,0
SOLAR_03,2025-06-01 19:00:00,0,0.0,29195.571,0,0
SOLAR_04,2025-06-01 19:00:00,0,0.0,29180.961,0,0
SELF_01,2025-06-01 19:00:00,0,12670.832,0.0,0,0
GRID_01,2025-06-01 19:00:00,0,0.0,161493.835,0,0
DEST_01,2025-06-01 19:00:00,0,158616.893,0.0,0,0
BESS_01,2025-06-01 19:30:00,0,0.0,14482.987,0,0
BESS_02,2025-06-01 19:30:00,0,0.0,14598.829,0,0
BESS_03,2025-06-01 19:30:00,0,0.0,14480.952,0,0
BESS_04,2025-06-01 19:30:00,0,0.0,14565.382,0,0
SOLAR_01,2025-06-01 19:30:00,0,0.0,29218.641,0,0
SOLAR_02,2025-06-01 19:30:00,0,0.0,29263.503,0,0
SOLAR_03,2025-06-01 19:30:00,0,0.0,29199.985,0,0
SOLAR_04,2025-06-01 19:30:00,0,0.0,29184.388,0,0
SELF_01,2025-06-01 19:30:00,0,12673.026,0.0,0,0
GRID_01,2025-06-01 19:30:00,0,0.0,161514.146,0,0
DEST_01,2025-06-01 19:30:00,0,158636.799,0.0,0,0
BESS_01,2025-06-01 20:00:00,0,0.0,14485.733,0,0
BESS_02,2025-06-01 20:00:00,0,0.0,14601.343,0,0
BESS_03,2025-06-01 20:00:00,0,0.0,14483.946,0,0
BESS_04,2025-06-01 20:00:00,0,0.0,14567.67,0,0
SOLAR_01,2025-06-01 20:00:00,0,0.0,29220.996,0,0
SOLAR_02,2025-06-01 20:00:00,0,0.0,29266.101,0,0
SOLAR_03,2025-06-01 20:00:00,0,0.0,29203.007,0,0
SOLAR_04,2025-06-01 20:00:00,0,0.0,29187.662,0,0
SELF_01,2025-06-01 20:00:00,0,12675.292,0.0,0,0
GRID_01,2025-06-01 20:00:00,0,0.0,161533.67,0,0
DEST_01,2025-06-01 20:00:00,0,158655.933,0.0,0,0
BESS_01,2025-06-01 20:30:00,0,0.0,14486.913,0,0
BESS_02,2025-06-01 20:30:00,0,0.0,14603.537,0,0
BESS_03,2025-06-01 20:30:00,0,0.0,14486.597,0,0
BESS_04,2025-06-01 20:30:00,0,0.0,14570.455,0,0
SOLAR_01,2025-06-01 20:30:00,0,0.0,29226.061,0,0
SOLAR_02,2025-06-01 20:30:00,0,0.0,29270.643,0,0
SOLAR_03,2025-06-01 20:30:00,0,0.0,29207.984,0,0
SOLAR_04,2025-06-01 20:30:00,0,0.0,29191.335,0,0
SELF_01,2025-06-01 20:30:00,0,12676.844,0.0,0,0
GRID_01,2025-06-01 20:30:00,0,0.0,161559.187,0,0
DEST_01,2025-06-01 20:30:00,0,158680.938,0.0,0,0
BESS_01,2025-06-01 21:00:00,0,0.0,14488.848,0,0
BESS_02,2025-06-01 21:00:00,0,0.0,14604.823,0,0
BESS_03,2025-06-01 21:00:00,0,0.0,14488.39,0,0
BESS_04,2025-06-01 21:00:00,0,0.0,14572.791,0,0
SOLAR_01,2025-06-01 21:00:00,0,0.0,29228.078,0,0
SOLAR_02,2025-06-01 21:00:00,0,0.0,29274.089,0,0
SOLAR_03,2025-06-01 21:00:00,0,0.0,29212.387,0,0
SOLAR_04,2025-06-01 21:00:00,0,0.0,29196.812,0,0
SELF_01,2025-06-01 21:00:00,0,12678.266,0.0,0,0
GRID_01,2025-06-01 21:00:00,0,0.0,161580.456,0,0
DEST_01,2025-06-01 21:00:00,0,158701.782,0.0,0,0
BESS_01,2025-06-01 21:30:00,0,0.0,14490.063,0,0
BESS_02,2025-06-01 21:30:00,0,0.0,14606.256,0,0
BESS_03,2025-06-01 21:30:00,0,0.0,14489.922,0,0
BESS_04,2025-06-01 21:30:00,0,0.0,14574.611,0,0
SOLAR_01,2025-06-01 21:30:00,0,0.0,29231.145,0,0
SOLAR_02,2025-06-01 21:30:00,0,0.0,29276.318,0,0
SOLAR_03,2025-06-01 21:30:00,0,0.0,29216.189,0,0
SOLAR_04,2025-06-01 21:30:00,0,0.0,29202.556,0,0
SELF_01,2025-06-01 21:30:00,0,12680.675,0.0,0,0
GRID_01,2025-06-01 21:30:00,0,0.0,161598.891,0,0
DEST_01,2025-06-01 21:30:00,0,158719.848,0.0,0,0
BESS_01,2025-06-01 22:00:00,0,0.0,14492.368,0,0
BESS_02,2025-06-01 22:00:00,0,0.0,14607.604,0,0
BESS_03,2025-06-01 22:00:00,0,0.0,14492.133,0,0
BESS_04,2025-06-01 22:00:00,0,0.0,14577.512,0,0
SOLAR_01,2025-06-01 22:00:00,0,0.0,29236.242,0,0
SOLAR_02,2025-06-01 22:00:00,0,0.0,29280.902,0,0
SOLAR_03,2025-06-01 22:00:00,0,0.0,29220.199,0,0
SOLAR_04,2025-06-01 22:00:00,0,0.0,29208.532,0,0
SELF_01,2025-06-01 22:00:00,0,12682.378,0.0,0,0
GRID_01,2025-06-01 22:00:00,0,0.0,161625.62,0,0
DEST_01,2025-06-01 22:00:00,0,158746.042,0.0,0,0
BESS_01,2025-06-01 22:30:00,0,0.0,14494.79,0,0
BESS_02,2025-06-01 22:30:00,0,0.0,14610.275,0,0
BESS_03,2025-06-01 22:30:00,0,0.0,14493.134,0,0
BESS_04,2025-06-01 22:30:00,0,0.0,14580.013,0,0
SOLAR_01,2025-06-01 22:30:00,0,0.0,29240.81,0,0
SOLAR_02,2025-06-01 22:30:00,0,0.0,29283.49,0,0
SOLAR_03,2025-06-01 22:30:00,0,0.0,29225.724,0,0
SOLAR_04,2025-06-01 22:30:00,0,0.0,29212.794,0,0
SELF_01,2025-06-01 22:30:00,0,12683.51,0.0,0,0
GRID_01,2025-06-01 22:30:00,0,0.0,161650.024,0,0
DEST_01,2025-06-01 22:30:00,0,158769.957,0.0,0,0
BESS_01,2025-06-01 23:00:00,0,0.0,14495.892,0,0
BESS_02,2025-06-01 23:00:00,0,0.0,14612.925,0,0
BESS_03,2025-06-01 23:00:00,0,0.0,14494.474,0,0
BESS_04,2025-06-01 23:00:00,0,0.0,14582.527,0,0
SOLAR_01,2025-06-01 23:00:00,0,0.0,29244.019,0,0
SOLAR_02,2025-06-01 23:00:00,0,0.0,29285.594,0,0
SOLAR_03,2025-06-01 23:00:00,0,0.0,29228.418,0,0
SOLAR_04,2025-06-01 23:00:00,0,0.0,29214.882,0,0
SELF_01,2025-06-01 23:00:00,0,12684.812,0.0,0,0
GRID_01,2025-06-01 23:00:00,0,0.0,161666.424,0,0
DEST_01,2025-06-01 23:00:00,0,158786.029,0.0,0,0
BESS_01,2025-06-01 23:30:00,0,0.0,14497.566,0,0
BESS_02,2025-06-01 23:30:00,0,0.0,14614.898,0,0
BESS_03,2025-06-01 23:30:00,0,0.0,14497.172,0,0
BESS_04,2025-06-01 23:30:00,0,0.0,14585.11,0,0
SOLAR_01,2025-06-01 23:30:00,0,0.0,29248.259,0,0
SOLAR_02,2025-06-01 23:30:00,0,0.0,29289.011,0,0
SOLAR_03,2025-06-01 23:30:00,0,0.0,29231.247,0,0
SOLAR_04,2025-06-01 23:30:00,0,0.0,29220.809,0,0
SELF_01,2025-06-01 23:30:00,0,12687.127,0.0,0,0
GRID_01,2025-06-01 23:30:00,0,0.0,161689.45,0,0
DEST_01,2025-06-01 23:30:00,0,158808.595,0.0,0,0
BESS_01,2025-06-02 00:00:00,0,0.0,14499.867,0,0
BESS_02,2025-06-02 00:00:00,0,0.0,14617.445,0,0
BESS_03,2025-06-02 00:00:00,0,0.0,14499.716,0,0
BESS_04,2025-06-02 00:00:00,0,0.0,14586.258,0,0
SOLAR_01,2025-06-02 00:00:00,0,0.0,29254.225,0,0
SOLAR_02,2025-06-02 00:00:00,0,0.0,29294.212,0,0
SOLAR_03,2025-06-02 00:00:00,0,0.0,29236.524,0,0
SOLAR_04,2025-06-02 00:00:00,0,0.0,29224.043,0,0
SELF_01,2025-06-02 00:00:00,0,12688.972,0.0,0,0
GRID_01,2025-06-02 00:00:00,0,0.0,161715.823,0,0
DEST_01,2025-06-02 00:00:00,0,158834.441,0.0,0,0
BESS_01,2025-06-02 00:30:00,0,0.0,14502.298,0,0
BESS_02,2025-06-02 00:30:00,0,0.0,14620.167,0,0
BESS_03,2025-06-02 00:30:00,0,0.0,14502.251,0,0
BESS_04,2025-06-02 00:30:00,0,0.0,14587.498,0,0
SOLAR_01,2025-06-02 00:30:00,0,0.0,29256.93,0,0
SOLAR_02,2025-06-02 00:30:00,0,0.0,29297.262,0,0
SOLAR_03,2025-06-02 00:30:00,0,0.0,29241.294,0,0
SOLAR_04,2025-06-02 00:30:00,0,0.0,29228.993,0,0
SELF_01,2025-06-02 00:30:00,0,12690.245,0.0,0,0
GRID_01,2025-06-02 00:30:00,0,0.0,161738.955,0,0
DEST_01,2025-06-02 00:30:00,0,158857.112,0.0,0,0
BESS_01,2025-06-02 01:00:00,0,0.0,14504.862,0,0
BESS_02,2025-06-02 01:00:00,0,0.0,14622.28,0,0
BESS_03,2025-06-02 01:00:00,0,0.0,14503.839,0,0
BESS_04,2025-06-02 01:00:00,0,0.0,14589.415,0,0
SOLAR_01,2025-06-02 01:00:00,0,0.0,29260.507,0,0
SOLAR_02,2025-06-02 01:00:00,0,0.0,29299.979,0,0
SOLAR_03,2025-06-02 01:00:00,0,0.0,29245.554,0,0
SOLAR_04,2025-06-02 01:00:00,0,0.0,29231.619,0,0
SELF_01,2025-06-02 01:00:00,0,12692.534,0.0,0,0
GRID_01,2025-06-02 01:00:00,0,0.0,161758.025,0,0
DEST_01,2025-06-02 01:00:00,0,158875.8,0.0,0,0
BESS_01,2025-06-02 01:30:00,0,0.0,14506.456,0,0
BESS_02,2025-06-02 01:30:00,0,0.0,14624.23,0,0
BESS_03,2025-06-02 01:30:00,0,0.0,14506.114,0,0
BESS_04,2025-06-02 01:30:00,0,0.0,14590.452,0,0
SOLAR_01,2025-06-02 01:30:00,0,0.0,29265.249,0,0
SOLAR_02,2025-06-02 01:30:00,0,0.0,29302.442,0,0
SOLAR_03,2025-06-02 01:30:00,0,0.0,29251.018,0,0
SOLAR_04,2025-06-02 01:30:00,0,0.0,29236.873,0,0
SELF_01,2025-06-02 01:30:00,0,12694.935,0.0,0,0
GRID_01,2025-06-02 01:30:00,0,0.0,161780.403,0,0
DEST_01,2025-06-02 01:30:00,0,158897.729,0.0,0,0
BESS_01,2025-06-02 02:00:00,0,0.0,14508.631,0,0
BESS_02,2025-06-02 02:00:00,0,0.0,14626.415,0,0
BESS_03,2025-06-02 02:00:00,0,0.0,14508.363,0,0
BESS_04,2025-06-02 02:00:00,0,0.0,14592.155,0,0
SOLAR_01,2025-06-02 02:00:00,0,0.0,29267.431,0,0
SOLAR_02,2025-06-02 02:00:00,0,0.0,29305.514,0,0
SOLAR_03,2025-06-02 02:00:00,0,0.0,29253.907,0,0
SOLAR_04,2025-06-02 02:00:00,0,0.0,29242.223,0,0
SELF_01,2025-06-02 02:00:00,0,12696.899,0.0,0,0
GRID_01,2025-06-02 02:00:00,0,0.0,161800.244,0,0
DEST_01,2025-06-02 02:00:00,0,158917.174,0.0,0,0
BESS_01,2025-06-02 02:30:00,0,0.0,14510.232,0,0
BESS_02,2025-06-02 02:30:00,0,0.0,14627.527,0,0
BESS_03,2025-06-02 02:30:00,0,0.0,14509.857,0,0
BESS_04,2025-06-02 02:30:00,0,0.0,14594.907,0,0
SOLAR_01,2025-06-02 02:30:00,0,0.0,29272.012,0,0
SOLAR_02,2025-06-02 02:30:00,0,0.0,29309.993,0,0
SOLAR_03,2025-06-02 02:30:00,0,0.0,29258.39,0,0
SOLAR_04,2025-06-02 02:30:00,0,0.0,29244.424,0,0
SELF_01,2025-06-02 02:30:00,0,12699.399,0.0,0,0
GRID_01,2025-06-02 02:30:00,0,0.0,161820.448,0,0
DEST_01,2025-06-02 02:30:00,0,158936.972,0.0,0,0
BESS_01,2025-06-02 03:00:00,0,0.0,14512.481,0,0
BESS_02,2025-06-02 03:00:00,0,0.0,14630.392,0,0
BESS_03,2025-06-02 03:00:00,0,0.0,14510.98,0,0
BESS_04,2025-06-02 03:00:00,0,0.0,14597.666,0,0
SOLAR_01,2025-06-02 03:00:00,0,0.0,29274.97,0,0
SOLAR_02,2025-06-02 03:00:00,0,0.0,29315.784,0,0
SOLAR_03,2025-06-02 03:00:00,0,0.0,29261.26,0,0
SOLAR_04,2025-06-02 03:00:00,0,0.0,29250.417,0,0
SELF_01,2025-06-02 03:00:00,0,12701.565,0.0,0,0
GRID_01,2025-06-02 03:00:00,0,0.0,161844.891,0,0
DEST_01,2025-06-02 03:00:00,0,158960.925,0.0,0,0
BESS_01,2025-06-02 03:30:00,0,0.0,14513.495,0,0
BESS_02,2025-06-02 03:30:00,0,0.0,14633.077,0,0
BESS_03,2025-06-02 03:30:00,0,0.0,14512.38,0,0
BESS_04,2025-06-02 03:30:00,0,0.0,14599.087,0,0
SOLAR_01,2025-06-02 03:30:00,0,0.0,29277.328,0,0
SOLAR_02,2025-06-02 03:30:00,0,0.0,29319.454,0,0
SOLAR_03,2025-06-02 03:30:00,0,0.0,29265.314,0,0
SOLAR_04,2025-06-02 03:30:00,0,0.0,29253.378,0,0
SELF_01,2025-06-02 03:30:00,0,12703.439,0.0,0,0
GRID_01,2025-06-02 03:30:00,0,0.0,161862.58,0,0
DEST_01,2025-06-02 03:30:00,0,158978.26,0.0,0,0
BESS_01,2025-06-02 04:00:00,0,0.0,14515.646,0,0
BESS_02,2025-06-02 04:00:00,0,0.0,14635.811,0,0
BESS_03,2025-06-02 04:00:00,0,0.0,14514.763,0,0
BESS_04,2025-06-02 04:00:00,0,0.0,14601.325,0,0
SOLAR_01,2025-06-02 04:00:00,0,0.0,29282.789,0,0
SOLAR_02,2025-06-02 04:00:00,0,0.0,29322.959,0,0
SOLAR_03,2025-06-02 04:00:00,0,0.0,29270.196,0,0
SOLAR_04,2025-06-02 04:00:00,0,0.0,29256.934,0,0
SELF_01,2025-06-02 04:00:00,0,12705.314,0.0,0,0
GRID_01,2025-06-02 04:00:00,0,0.0,161887.614,0,0
DEST_01,2025-06-02 04:00:00,0,159002.792,0.0,0,0
BESS_01,2025-06-02 04:30:00,0,0.0,14517.795,0,0
BESS_02,2025-06-02 04:30:00,0,0.0,14636.895,0,0
BESS_03,2025-06-02 04:30:00,0,0.0,14515.998,0,0
BESS_04,2025-06-02 04:30:00,0,0.0,14603.724,0,0
SOLAR_01,2025-06-02 04:30:00,0,0.0,29288.342,0,0
SOLAR_02,2025-06-02 04:30:00,0,0.0,29325.896,0,0
SOLAR_03,2025-06-02 04:30:00,0,0.0,29272.837,0,0
SOLAR_04,2025-06-02 04:30:00,0,0.0,29259.313,0,0
SELF_01,2025-06-02 04:30:00,0,12707.201,0.0,0,0
GRID_01,2025-06-02 04:30:00,0,0.0,161906.106,0,0
DEST_01,2025-06-02 04:30:00,0,159020.913,0.0,0,0
BESS_01,2025-06-02 05:00:00,0,0.0,14519.506,0,0
BESS_02,2025-06-02 05:00:00,0,0.0,14638.439,0,0
BESS_03,2025-06-02 05:00:00,0,0.0,14518.823,0,0
BESS_04,2025-06-02 05:00:00,0,0.0,14605.952,0,0
SOLAR_01,2025-06-02 05:00:00,0,0.0,29293.109,0,0
SOLAR_02,2025-06-02 05:00:00,0,0.0,29329.007,0,0
SOLAR_03,2025-06-02 05:00:00,0,0.0,29278.201,0,0
SOLAR_04,2025-06-02 05:00:00,0,0.0,29262.883,0,0
SELF_01,2025-06-02 05:00:00,0,12708.878,0.0,0,0
GRID_01,2025-06-02 05:00:00,0,0.0,161929.546,0,0
DEST_01,2025-06-02 05:00:00,0,159043.882,0.0,0,0
BESS_01,2025-06-02 05:30:00,0,0.0,14521.415,0,0
BESS_02,2025-06-02 05:30:00,0,0.0,14640.908,0,0
BESS_03,2025-06-02 05:30:00,0,0.0,14520.448,0,0
BESS_04,2025-06-02 05:30:00,0,0.0,14607.684,0,0
SOLAR_01,2025-06-02 05:30:00,0,0.0,29298.246,0,0
SOLAR_02,2025-06-02 05:30:00,0,0.0,29332.945,0,0
SOLAR_03,2025-06-02 05:30:00,0,0.0,29283.116,0,0
SOLAR_04,2025-06-02 05:30:00,0,0.0,29266.336,0,0
SELF_01,2025-06-02 05:30:00,0,12710.945,0.0,0,0
GRID_01,2025-06-02 05:30:00,0,0.0,161952.659,0,0
DEST_01,2025-06-02 05:30:00,0,159066.533,0.0,0,0
BESS_01,2025-06-02 06:00:00,0,0.0,14523.269,0,0
BESS_02,2025-06-02 06:00:00,0,0.0,14641.961,0,0
BESS_03,2025-06-02 06:00:00,0,0.0,14523.005,0,0
BESS_04,2025-06-02 06:00:00,0,0.0,14609.676,0,0
SOLAR_01,2025-06-02 06:00:00,0,0.0,29303.037,0,0
SOLAR_02,2025-06-02 06:00:00,0,0.0,29338.591,0,0
SOLAR_03,2025-06-02 06:00:00,0,0.0,29285.329,0,0
SOLAR_04,2025-06-02 06:00:00,0,0.0,29271.192,0,0
SELF_01,2025-06-02 06:00:00,0,12712.075,0.0,0,0
GRID_01,2025-06-02 06:00:00,0,0.0,161976.491,0,0
DEST_01,2025-06-02 06:00:00,0,159089.887,0.0,0,0
BESS_01,2025-06-02 06:30:00,0,0.0,14524.65,0,0
BESS_02,2025-06-02 06:30:00,0,0.0,14644.543,0,0
BESS_03,2025-06-02 06:30:00,0,0.0,14525.071,0,0
BESS_04,2025-06-02 06:30:00,0,0.0,14611.829,0,0
SOLAR_01,2025-06-02 06:30:00,0,0.0,29307.725,0,0
SOLAR_02,2025-06-02 06:30:00,0,0.0,29342.434,0,0
SOLAR_03,2025-06-02 06:30:00,0,0.0,29287.616,0,0
SOLAR_04,2025-06-02 06:30:00,0,0.0,29276.736,0,0
SELF_01,2025-06-02 06:30:00,0,12714.415,0.0,0,0
GRID_01,2025-06-02 06:30:00,0,0.0,161998.693,0,0
DEST_01,2025-06-02 06:30:00,0,159111.646,0.0,0,0
BESS_01,2025-06-02 07:00:00,0,0.0,14526.024,0,0
BESS_02,2025-06-02 07:00:00,0,0.0,14645.778,0,0
BESS_03,2025-06-02 07:00:00,0,0.0,14527.047,0,0
BESS_04,2025-06-02 07:00:00,0,0.0,14614.312,0,0
SOLAR_01,2025-06-02 07:00:00,0,0.0,29312.049,0,0
SOLAR_02,2025-06-02 07:00:00,0,0.0,29345.609,0,0
SOLAR_03,2025-06-02 07:00:00,0,0.0,29291.121,0,0
SOLAR_04,2025-06-02 07:00:00,0,0.0,29280.296,0,0
SELF_01,2025-06-02 07:00:00,0,12716.876,0.0,0,0
GRID_01,2025-06-02 07:00:00,0,0.0,162017.864,0,0
DEST_01,2025-06-02 07:00:00,0,159130.434,0.0,0,0
BESS_01,2025-06-02 07:30:00,0,0.0,14528.368,0,0
BESS_02,2025-06-02 07:30:00,0,0.0,14647.936,0,0
BESS_03,2025-06-02 07:30:00,0,0.0,14528.959,0,0
BESS_04,2025-06-02 07:30:00,0,0.0,14616.443,0,0
SOLAR_01,2025-06-02 07:30:00,0,0.0,29317.562,0,0
SOLAR_02,2025-06-02 07:30:00,0,0.0,29349.932,0,0
SOLAR_03,2025-06-02 07:30:00,0,0.0,29294.687,0,0
SOLAR_04,2025-06-02 07:30:00,0,0.0,29283.363,0,0
SELF_01,2025-06-02 07:30:00,0,12718.014,0.0,0,0
GRID_01,2025-06-02 07:30:00,0,0.0,162041.74,0,0
DEST_01,2025-06-02 07:30:00,0,159153.831,0.0,0,0
BESS_01,2025-06-02 08:00:00,0,0.0,14530.831,0,0
BESS_02,2025-06-02 08:00:00,0,0.0,14650.845,0,0
BESS_03,2025-06-02 08:00:00,0,0.0,14531.138,0,0
BESS_04,2025-06-02 08:00:00,0,0.0,14618.154,0,0
SOLAR_01,2025-06-02 08:00:00,0,0.0,29322.996,0,0
SOLAR_02,2025-06-02 08:00:00,0,0.0,29353.047,0,0
SOLAR_03,2025-06-02 08:00:00,0,0.0,29296.917,0,0
SOLAR_04,2025-06-02 08:00:00,0,0.0,29288.009,0,0
SELF_01,2025-06-02 08:00:00,0,12719.539,0.0,0,0
GRID_01,2025-06-02 08:00:00,0,0.0,162064.902,0,0
DEST_01,2025-06-02 08:00:00,0,159176.531,0.0,0,0
BESS_01,2025-06-02 08:30:00,0,0.0,14532.295,0,0
BESS_02,2025-06-02 08:30:00,0,0.0,14652.463,0,0
BESS_03,2025-06-02 08:30:00,0,0.0,14533.903,0,0
BESS_04,2025-06-02 08:30:00,0,0.0,14619.724,0,0
SOLAR_01,2025-06-02 08:30:00,0,0.0,29328.673,0,0
SOLAR_02,2025-06-02 08:30:00,0,0.0,29356.01,0,0
SOLAR_03,2025-06-02 08:30:00,0,0.0,29299.259,0,0
SOLAR_04,2025-06-02 08:30:00,0,0.0,29293.691,0,0
SELF_01,2025-06-02 08:30:00,0,12721.661,0.0,0,0
GRID_01,2025-06-02 08:30:00,0,0.0,162086.862,0,0
DEST_01,2025-06-02 08:30:00,0,159198.052,0.0,0,0
BESS_01,2025-06-02 09:00:00,0,0.0,14534.411,0,0
BESS_02,2025-06-02 09:00:00,0,0.0,14654.65,0,0
BESS_03,2025-06-02 09:00:00,0,0.0,14536.075,0,0
BESS_04,2025-06-02 09:00:00,0,0.0,14622.563,0,0
SOLAR_01,2025-06-02 09:00:00,0,0.0,29333.168,0,0
SOLAR_02,2025-06-02 09:00:00,0,0.0,29358.108,0,0
SOLAR_03,2025-06-02 09:00:00,0,0.0,29302.849,0,0
SOLAR_04,2025-06-02 09:00:00,0,0.0,29299.226,0,0
SELF_01,2025-06-02 09:00:00,0,12724.106,0.0,0,0
GRID_01,2025-06-02 09:00:00,0,0.0,162109.45,0,0
DEST_01,2025-06-02 09:00:00,0,159220.189,0.0,0,0
BESS_01,2025-06-02 09:30:00,0,0.0,14535.69,0,0
BESS_02,2025-06-02 09:30:00,0,0.0,14656.732,0,0
BESS_03,2025-06-02 09:30:00,0,0.0,14537.255,0,0
BESS_04,2025-06-02 09:30:00,0,0.0,14624.575,0,0
SOLAR_01,2025-06-02 09:30:00,0,0.0,29338.806,0,0
SOLAR_02,2025-06-02 09:30:00,0,0.0,29363.413,0,0
SOLAR_03,2025-06-02 09:30:00,0,0.0,29307.404,0,0
SOLAR_04,2025-06-02 09:30:00,0,0.0,29302.075,0,0
SELF_01,2025-06-02 09:30:00,0,12725.675,0.0,0,0
GRID_01,2025-06-02 09:30:00,0,0.0,162132.781,0,0
DEST_01,2025-06-02 09:30:00,0,159243.055,0.0,0,0
BESS_01,2025-06-02 10:00:00,0,0.0,14536.737,0,0
BESS_02,2025-06-02 10:00:00,0,0.0,14659.074,0,0
BESS_03,2025-06-02 10:00:00,0,0.0,14539.335,0,0
BESS_04,2025-06-02 10:00:00,0,0.0,14626.592,0,0
SOLAR_01,2025-06-02 10:00:00,0,0.0,29341.872,0,0
SOLAR_02,2025-06-02 10:00:00,0,0.0,29365.931,0,0
SOLAR_03,2025-06-02 10:00:00,0,0.0,29309.883,0,0
SOLAR_04,2025-06-02 10:00:00,0,0.0,29305.402,0,0
SELF_01,2025-06-02 10:00:00,0,12726.826,0.0,0,0
GRID_01,2025-06-02 10:00:00,0,0.0,162150.504,0,0
DEST_01,2025-06-02 10:00:00,0,159260.423,0.0,0,0
BESS_01,2025-06-02 10:30:00,0,0.0,14537.947,0,0
BESS_02,2025-06-02 10:30:00,0,0.0,14661.132,0,0
